,Dept,Num,Name,Desc,Reqs
3834,ME,4643,Thermal Environmental Engineering,"Design of thermal environment for humans, animals, processes, and inanimate objects; the means of control.", ME 2334 and credit or registration in ME 4433 or equivalent
3835,ME,4663,Renewable and Nuclear Power Plant Engineering,"Power plants for industrial and central-station use; emphasis on cycles, design, capabilities and economics of the plant as a whole; components used in various types of plants.", ME 2334 and ME 4433 or equivalent
3836,ME,4673,Introduction to Modern Control Theory,"State space modeling, controllability, observability and stability, pole placement, optimal control laws via minimum principle and dynamic programming.", ME 4183 or equivalent
3837,ME,4683,Sensors and Actuators,"Basic knowledge and operational principles of various transduction (sensing and actuating) methods, especially electro mechanical sensors and actuators; actual designing, building and testing transducers."," EE 3950, ME 3143"
3838,ME,4723,Advanced Materials Analysis,"1 hr. lecture; 6 hrs. lab. Concepts and operation of modern analytical instruments using photon or electron beams and X-rays; macroscopic and microscopic examination of materials coupled with separate and combined testing of mechanical, tribological and corrosion properties."," ME 2733, ME 3701 or equivalent"
3839,ME,4733,Deformation and Fracture of Engineering Materials,"Effect of temperature, strain rate, corrosion, and microstructure on stress-strain behavior and fracture of engineering materials, including metals, ceramics and plastics.", CE 3400 and ME 2733 or equivalent
3840,ME,4743,Kinetics in Materials Processes,"Applications of the principles of diffusion, phase transformation and thermodynamics to describe the kinetics of microstructural evolution in engineering materials."," ME 2334, ME 2733 or equivalent"
3841,ME,4763,Fundamentals of Corrosion Science and Engineering,"Corrosion principles; polarization, passivation, inhibition and other phenomena; principal methods used in corrosion prevention.", ME 2733 or equivalent and any first course in thermodynamics
3842,ME,4783,"Composite Materials: Manufacturing, Properties and Design","Constituent materials, micro- and macromechanics, mechanical behavior, fracture, manufacturing and design of components made of composite materials, including polymer, ceramic and metal matrix materials.", ME 2733 and CE 3400 or equivalent
3843,ME,4813,Interdisciplinary Fluid Dynamics: Physical Concepts,"Equations and Introductory Physics. An introduction to fluid dynamics from a multi-disciplinary perspective, emphasizing theoretical, mathematical and physical concepts of fluid flows and their application to a range of physical scales and disciplines.", Diff
3844,ME,4823,Interdisciplinary Fluid Dynamics: Computational Methods,"Equations, Linear Algebra and Computer Programming. Numerical solution strategies for differential equations relevant to fluid flow and transport processes. Finite-difference, finite-volume and finite-element methods. Parallel computations.", Diff
3845,ME,4843,Gas Dynamics,"Derivation and review of basic equations of compressible fluid flow; reduction of the general problem to 1-D flow; 1-D flow in nozzles with and without friction; 1-D flow with heat addition; normal shock wave, Prandtl-Myer turn and oblique shock waves.", ME 2334; a grade of “C”or better in MATH 2070 or MATH 2090 or equivalent
3846,ME,4853,Turbomachinery,"Preliminary design of axial- and radial-flow pumps, compressors and turbines; determination of optimum flow angles and dimensions, blade design, blade selection and performance prediction."," ME 2334, ME 3834 and ME 4433"
3847,ME,4863,Fluid Power Systems,Theory of hydraulic power components and systems. Analysis and design of fluid power components and systems., ME 3834 or equivalent and CE 2450
3848,ME,4903,Special Projects for Undergraduates,"0 cumulative GPA or consent of instructor, ME 3143, ME 3834, and ME 4133. May  be taken for a max. 9 hours of credit, but no more than three hours can count as a Tech A elective. Comprehensive design problems and research investigations.", 3
3849,ME,4913,Aerodynamics,Fundamental principles and concepts of aerodynamics; inviscid incompressible and compressible flow; and viscous flow phenomena.," ME 2334, ME 3834, or graduate standing"
3850,ME,4923,Jet and Rocket Propulsion,Propulsive systems; aerothermochemistry; air-breathing propulsion; rocket propulsion., ME 2334 and ME 3834
3851,ME,4933,Advanced Topics in Mechanical Engineering,May be taken for a max. of 6 hrs. of credit when topics vary. Two sections may be taken concurrently.,No listed prerequisites
3852,ME,4943,Special Problems in Aerospace Engineering,"May be taken for a max. of 12 sem. hrs. of credit when topics vary. Aerodynamic problems of special interest in the analysis and design of water, land, air and space transportation systems.", senior standing in mechanical engineering or related discipline
3853,ME,4953,Nuclear Reactor Engineering Design,, PHYS 2110 and PHYS 2113 or equivalent and credit or registration in ME 4433
3854,ME,4963,Nuclear Reactor Systems Engineering,"Engineering aspects of reactor systems; nuclear fuel cycles, isotope separation, mechanical and thermal design, selection of materials and environmental impact of nuclear facilities.", ME 4953 or equivalent
3855,ME,4973,Space Systems,"Design of spacecraft for orbital operations, space exploration, and human spaceflight; includes mission requirements; astrodynamics; atmospheric entry; top-level design of power; propulsion; altitude determination and control; communications; thermal management; life support; reliability; cost and scheduling; political, commercial, and national security aspects of spaceflight.", ME 3133 and credit or registration in ME 4143
3856,ME,7153,Advanced Vibrations,Modeling and response of continuous vibratory systems; inverse problems in vibration; active vibration control; dynamic absorption; wave propagation and reflection; numerical methods for continuous systems., ME 4143 or equivalent
3857,ME,7163,Advanced Dynamics,"Rotating reference frames, rigid body kinetics in three dimensions, central force motion, orbital mechanics, variable mass problems, and Lagrange’s equations."," a first course in engineering dynamics, and a course in differential equations"
3858,ME,7273,Advanced Stress Analysis in Mechanical Engineering,The nature and limitations of the underlying theory in stress analysis. Computation of verified stresses for properly posed problems using finite element analysis., ME 4273
3859,ME,7313,Advanced Fluid Dynamics I,Cartesian tensors; kinematics of fluid motion; mass and momentum conservation equations for Newtonian fluids; vorticity dynamics; irrotational incompressible flow; dynamic similarity and scaling analysis; laminar flow; compressible flow., credit or registration in MATH 4038 or equivalent
3860,ME,7323,Advanced Fluid Dynamics II,General conservation laws and Navier-Stokes equations; incompressible laminar boundary theory; regular and singular perturbation methods; gravity waves; stability of laminar flows; transition and turbulent boundary layers; dynamics and statistical description of turbulence; compressible boundary layer flow., ME 7313 or equivalent
3861,ME,7333,Hydrodynamic Stability,Linear stability analysis; weakly nonlinear stability analysis; chaos., ME 7323 or equivalent
3862,ME,7343,Computation of Fluid Flow and Heat Transfer,Finite-difference methods for solving equations of fluid motions and energy; computer program use to solve complex problems involving fluid flow; heat transfer and chemical reaction; mathematical models for turbulence; radiation and combustion; their computing implications; application of prediction procedures for practical situations.," ME 3834, ME 4433 or equivalent"
3863,ME,7433,Advanced Heat Transfer I,Steady and transient heat conduction; fundamentals of radiation heat transfer.,No listed prerequisites
3864,ME,7443,Advanced Heat Transfer II,Convection heat transfer., ME 7323 or equivalent
3865,ME,7533,Numerical Methods in Applied Mechanics,Computer methods used to solve engineering problems; advanced numerical methods.,No listed prerequisites
3866,ME,7633,Advanced Engineering System Dynamics,Dynamic system modeling; bond graphs; state-determined systems; simulation; controllability/observability., ME 4183 or equivalent
3867,ME,7643,Advanced System Modeling,"Mathematical models and dynamic behaviors of engineering systems in multi-energy domains; bond-graph modeling methods, simulations using contemporary software.", ME 7633 or equivalent
3868,ME,7673,Advanced Mechanical Systems Control,Design and analysis of nonlinear control systems; adaptive and robust control techniques; state estimation; stability theory; control and stability of distributed parameter systems., ME 4183 or equivalent
3869,ME,7723,Materials Characterization Using Electron Beam Methods,"2 hrs. lecture; 3 hrs. lab. Theory and principles of electron optics, electron microscopy, and spectroscopy; preparation, observation, and characterization of materials by electron beams.", ME 2733
3870,ME,7743,"Defects, Diffusion and Transformations in Solids","Defects and atomistic mechanisms, dislocation theory, quantitative description of diffusion processes and phase transformations in materials.", ME 2733 or equivalent
3871,ME,7753,Thermodynamics of Solid Materials,Review of first and second laws of thermodynamics; material property relationships; chemical equilibrium in reactions; solid solutions and phase diagram enunciations; reaction kinetics and nonequilibrium thermodynamics., ME 2733 and any first level course in thermodynamics
3872,ME,7901,Seminar,Pass-fail grading. All graduate students are expected to attend this course every semester; only 1 sem. hr. of credit in this course allowed toward degree.,No listed prerequisites
3873,ME,7903,Independent Study in Mechanical Engineering,May be taken for a max. of 6 hrs. of credit. Directed independent study for graduate students.,No listed prerequisites
3874,ME,7933,Mechanical Engineering Problems,No description provided,No listed prerequisites
3875,ME,7953,Advanced Topics in Mechanical Engineering,"May be taken for a max. of 6 hrs. of credit when topics vary, with consent of department. Mechanical engineering treatment of various areas of interest.",No listed prerequisites
3876,ME,8000,Thesis Research,“S”/”U”grading.,No listed prerequisites
3877,ME,9000,Dissertation Research,“S”/”U”grading.,No listed prerequisites
3878,MEDP,2051,Radiation Science with Applications,Matter and energy; structure of the atom and nucleus; radioactivity; types of radiation; radiation interactions and detection; dose and biological effects; radiation safety; background radiation; applications of nuclear science in industry and medicine., MATH 1021 or MATH 1023
3879,MEDP,4111,Introduction to Medical Imaging,"Physics and engineering aspects of medical imaging systems: X-ray imaging, computed tomography, magnetic resonance imaging, ultrasound and nuclear medicine; clinical applications and limitations of the modalities.", PHYS 2002 or equivalent; MATH 1550 or equivalent
3880,MEDP,4331,Radiation Protection and Exposure Evaluation,"Control and evaluation of radiation exposure, including external and internal dosimetry, techniques of dose reduction and consequences of radiation exposure.", PHYS 1202 or both PHYS 2112 and PHYS 2113
3881,MEDP,4351,Radiation Detection and Instrumentation,"Introduction to the physics of detection, instrumentation and data analysis used to measure ionizing radiation (gamma rays, x-rays, neutrons and charged particles) using scintillation crystal, solid state, film and gas detectors. Provides understanding of underlying principles of detection systems used in radiation therapy, radiological imaging and health physics.", PHYS 3098 or equivalent; consent of instructor
3882,MEDP,4352,Radiation Detection Laboratory,"3 hrs. lab. laboratory exercises covering fundamental principles of radiation detection systems and data analysis techniques used for radiation measurements in radiation therapy, radiological imaging and medical health physics.", credit or registration in MEDP 4351
3883,MEDP,4991,Special Problems in Medical Physics and Health Physics,May be taken for a max. of 12 sem. hrs. of credit when topics vary. Theoretical or experimental problems involving the application of medical physics and health physics technology.," thorough knowledge of mathematics, science and engineering related to the topic or proposed problem and consent of instructor"
3884,MEDP,4995,Seminar,Course may be repeated on audit basis only. Elective seminar especially for undergraduate minors in nuclear science and undergraduate majors in physics and astronomy with a concentration in medical physics.,No listed prerequisites
3885,MEDP,7098,Radiation Research Technology and Methods,2 hrs. lecture; 3 hrs. lab. Practical experience and skills for measurement and calculation of radiation dose; dose measurements with ion chamber and diode; introduction to treatment planning systems; beam modeling based on Monte Carlo and deterministic algorithms; data analysis methods in support of research and clinical radiation service; statistical analysis of data; introduction to data privacy and HIPAA compliance., MEDP 4351
3886,MEDP,7111,Advanced Medical Imaging Physics,Topics related to advanced research and clinical imaging physics; theory of image formation; quantitative analysis of imaging systems by Fourier methods and QC/acceptance testing; Radon transform and theory of image reconstruction; tracer methodology for quantitative imaging.," MEDP 4111, MATH 1552"
3887,MEDP,7121,Radiobiology,"Topics in radiobiology including: introductory cell biology and cellular organization; effects of ionizing radiation on cellular, molecular, and organ systems; radiosensitivity, repair, and mediation of radiobiological effects; acute vs. late effects; radiation risks; topics specific to radiation medicine; effects of alternative radiation and non-radiation therapies.", MEDP 4331 or consent of instructor
3888,MEDP,7210,Clinical Principles of Radiation Therapy,"Open only to students currently enrolled in the Master of Science in Medical Physics and Health Physics program or the PhD in Physics (Medical Physics concentration) program. Introduction by practicing radiation oncologists to the evolution of radiation therapy, general oncology considerations, tumor radiobiology, non-intentional effects of radiation and altered fractionation. Discussion of tumor biopsy and behavior, normal tissue effects and treatment planning and delivery techniques for specific organ systems."," MEDP 7121, MEDP 7331"
3889,MEDP,7260,Clinical Medical Physics Rotation,"Open only for students currently enrolled in the Master of Science in Medical Physics and Health Physics program or the PhD in Physics (Medical Physics concentration) program. 12 hrs. clinic. Under the direction of clinical staff, introduction to clinical duties of the medical physicist in radiation therapy and radiology. Radiation therapy physics topics include treatment planning, delivery techniques and dosimetry for brachytherapy and external beam therapy. Radiological imaging physics topics include operation and quality assurance for CT, MRI, and PET imaging systems and radiation safety.", credit in MEDP 4111 and MEDP 7331
3890,MEDP,7270,Advanced Radiation Therapy Physics,"Basic principles of clinical indications, radiation delivery, treatment planning, dose calculations, dose measurements and quality assurance for advanced treatment techniques used in radiation therapy (external beam electron, proton and photon therapy and internal brachytherapy).", MEDP 7331
3891,MEDP,7280,Advanced Clinical Radiation Therapy Physics Rotation,"Open only for students currently enrolled in the Master of Science in Medical Physics and Health Physics program. Under the supervision of clinical medical physics staff, introduction to the planning, delivery and dosimetric aspects of advanced radiation therapy treatments such as brachytherapy, stereotactic radiosurgery, total skin electron therapy, intensity modulated radiotherapy and image guided radiotherapy and to the advanced physical practices of accelerator quality assurance and radiation therapy shielding design."," MEDP 7260, MEDP 7270"
3892,MEDP,7331,Radiation Therapy Physics,"Fundamental physical principles, operation of delivery equipment, treatment planning principles, methods of dose calculations, determination of irradiation time from dose prescription, dose measurements and quality assurance for external beam therapy (photons and electrons) and internal brachytherapy.", MEDP 4331
3893,MEDP,7530,Radiation Shielding and Accelerators,"Practical concepts of structural shielding design, calculation and verification, including relevant professional guidelines and regulations; applicable to facilities for radiotherapy, diagnostic imaging, and nuclear medicine. Fundamental concepts of medical accelerators and radiation-producing equipment."," MEDP 4331, MEDP 7537"
3894,MEDP,7537,Radiation Interactions and Transport,"Photon, neutron and electron interactions and energy deposition, the Boltzmann equation, elementary analytical solutions; deterministic computational methods including spherical harmonics and discrete ordinates techniques; continuous slowing down and Fokker-Planck approximations."," PHYS 2203 or equivalent, CSC 2262 or equivalent experience in computer programming"
3895,MEDP,7538,Monte Carlo Simulation of Radiation Transport,"Radiation transport simulation by the Monte Carlo method; phase-space tracking; dose response estimators, biasing methods; integral form of the Boltzmann equation; condensed-history method for charged particles; neutron, photon and electron transport calculations for shielding and medical physics applications."," MEDP 7537 or consent of instructor, CSC 2262 or equivalent experience in computer programming"
3896,MEDP,7991,Advanced Projects in Medical Physics and Health Physics,"May be taken for a max. of 6 sem. hrs. credit. Medical physics or health physics projects that study particular aspects of radiation therapy, medical imaging or medical health physics.", MEDP 4111 or MEDP 7331 and consent of instructor
3897,MEDP,7992,Advanced Topics in Medical Physics and Health Physics,May be taken for a max. of 6 sem. hrs. of credit when topics vary. Advanced treatment of a specific area of medical physics or health physics technology of current interest., consent of instructor
3898,MEDP,7995,Seminar,Required every semester for degree candidates in medical physics and health physics. Only 1 sem. hr. of credit may be counted toward degree.,No listed prerequisites
3899,MEDP,7999,Report Investigation,May be taken for a max. of 12 sem. hrs credit. Detailed investigation of a research problem or a technical design project., MEDP 4111 or MEDP 7331 and consent of instructor
3900,MEDP,8000,Thesis Research,“S”/”U” grading.,No listed prerequisites
3901,MGT,3200,Principles of Management,"[LCCN: CMGM 3103, 3313, Principles of Management (Upper Level), Human Resource Management (Upper Level)] Management functions, including planning, organizing, staffing/human resource management, leading/interpersonal influence and controlling in both domestic and international spheres.",No listed prerequisites
3902,MGT,3203,Independent Study: Advanced Management Topics,May be taken for a max. of 6 sem. hrs. of credit. Independent research under direction of a faculty member., consent of instructor
3903,MGT,3211,Business and Society,Open only to College of Business students; open to others with permission of department. Social roles of organizations whose primary function is the accumulation of profits; emphasis on current issues; historical development of business-society relationships., senior standing
3904,MGT,3280,Management Internship,"Pass-fail grading. May be taken for a max. of 6 sem. hrs. of credit. Students, supervised by a management faculty member and an approved business executive, will follow a predetermined schedule of activities while working for a business firm. Hands-on experience in the fields of management, human resource management, organizational behavior, small business management, entrepreneurship, and administrative practices.", junior or senior standing and permission of instructor
3905,MGT,3320,Strategic Human Resource Management,"The planning and implementation of HR policy at the strategic level of an organization, including recruitment, selection, development, maintenance and reward of employees; relationships with environment and employee associations.", MGT 3200
3906,MGT,3513,Negotiation and Dispute Resolution,In-depth examination of various theories and processes of negotiation and alternative forms of dispute resolution relevant to the broad spectrum of conflict problems faced by employees and managers. Designed to improve students’ knowledge and skills in the areas of workplace conflict management and negotiation., reserved for College of Business students; open to others with permission of department
3907,MGT,3620,Organizational Behavior,"Reserved for College of Business students; open to others with permission of department. Behavioral sciences applied to understanding human dynamics in organizations; focus on individual, interpersonal, group and intergroup behavior; impact of human behavior on organizational effectiveness.", MGT 3200
3908,MGT,3830,Strategic Management,Open only to E. J. Ourso College of Business students. Credit will not be given for both this course and MGT 3831. May be taken only during the final 30 hours of course work. Analyzing strategic situations and decision making based on these analyses to ensure the success of for-profit and non-profit organizations.," MGT 3200 and MKT 3401 or MKT 3402, and credit or registration in FIN 3716"
3909,MGT,3831,HONORS: Strategically Managing Organizations,"Same as MGT 3830, with special honors emphasis for qualified students. Credit will not be given for this course and MGT 3830.",No listed prerequisites
3910,MGT,3850,Contemporary Topics in Management,Open only to College of Business students or with permission of department. May be repeated for a max. of 6 sem. hrs. credit when topics vary.  In-depth examination of contemporary issues in management theory and practice; emphasis on current topics of special interest or concern in management. ,No listed prerequisites
3911,MGT,4321,Human Resource Analytics,"Application of quantitative methods to contemporary issues and practices in human resources management; focus on logical reasoning, statistical analyses, interpretation and reporting.", ISDS 2000 or equivalent and MGT 3320
3912,MGT,4322,Employee Selection and Placement,"Staffing requirements, recruitment strategies, development and validation of selection procedures, classification and placement of employees; problems associated with person-job matching; socialization of new employees.", ISDS 2000 or equivalent and MGT 3320
3913,MGT,4323,Compensation Administration,"Quantitative and nonquantitative methods of job evaluation; wage level, wage structure, incentive plans; issues of employee compensation.", MGT 3320
3914,MGT,4430,Managing Across Cultures,"Reserved for College of Business students; open to others with permission of department. Introduction to the basic principles of cross-cultural management. Students will examine both the theory and practice of international management concepts across three modules: (1) foundations of global business, (2) the role of culture, and (3) international organizational behavior and human resource management.", MGT 3620
3915,MGT,4440,International Strategic Management,"Reserved for College of Business students; open to others with permission of department. This course examines how businesses approach managing organizations in the global context. Students will examine the mechanisms of globalizing for businesses, including the global integration of resources and capabilities and the level of national responsiveness to adapt to foreign market demands.", MGT 3620
3916,MGT,4450,Global Corporate Social Responsibility,"Reserved for College of Business students; open to others with permission of department.  This course introduces students to the concept of social responsibilities of organizations, the ways they can “do well” by “doing good.” Students will examine some of the world’s most pressing issues, such as environmental concerns, economic inequality, or social problems, and how organizations charter new business strategies in which social responsibility plays an important role.", MGT 3620
3917,MGT,4500,Introduction to Labor Relations,"Management’s response to organized labor in the workplace; emphasis on U.S. unionization development; government regulation of labor-management relations; union structure, political activity, collective bargaining and contract administration.", open only to College of Business students; open to others with permission of department
3918,MGT,4523,Legal Issues in Human Resource Management,"An examination of the most significant laws and court rulings influencing companies’ employment practices; topics include: anti-discrimination statutes, affirmative action, commonly committed workplace torts, occupational safety and health laws, workers’ compensation and wrongful termination.", MGT 3320
3919,MGT,4820,Understanding Management Mistakes and Failures,"Reserved for College of Business students; open to others with permission of department. In-depth examination of managerial decision making, mistakes, and organizational failures. Emphasis on case studies to demonstrate course concepts.", MGT 3620
3920,MGT,4830,Strategic Leadership,"Reserved for College of Business students; open to others with permission of department. This course examines basic principles of strategic leadership. Students will examine both the theory and practice of strategic thinking across three modules: (1) foundations of strategic leadership, (2) the role of choice and behavior, and (3) applying strategic business models to improve leadership and management skills in the self and others.", MGT 3620
3921,MGT,4840,Managing Change in Organizations,"Open only to College of Business students; open to others with permission of department. This course examines the dynamics of change in organizations. Students are exposed to issues confronting managers during implementation, e.g. expectation setting, resource allocations, politics, and timing.", MGT 3620
3922,MGT,7203,Development of Management Thought,Origin and growth of managerial concepts and topics and associated research methodologies.,No listed prerequisites
3923,MGT,7212,Seminar in Contemporary Management Topics,May be taken for a max. of 12 hrs. of credit when topics vary., consent of instructor
3924,MGT,7301,Seminar in Human Resources,"Role of human resource managers; their relationships with employees, the external environment and top management.",No listed prerequisites
3925,MGT,7600,Organizational Behavior,"Behavior of people within organizations; the environment within which organizations function; components of the behavioral unit; processes, interactions and outputs of organizational behavior.",No listed prerequisites
3926,MGT,7620,Strategic Management of Health Care Organizations,, Cross-listed with PADM 7620
3927,MGT,7800,Current Issues in Strategic Management,Contemporary issues in strategic management theory and practice; emphasis on field projects that provide top-management problem-solving experience.,No listed prerequisites
3928,MGT,7811,Research Issues in Strategic Management,"Strategic planning; issues including environmental scanning, goal formulation, strategic implementation, control and evaluation in successful organizations.", MGT 7800 or equivalent
3929,MGT,9000,Dissertation Research,“S”/”U” grading.,No listed prerequisites
3930,MGT,9201,Research Methods in Management,Theory building; measurement reliability and validity; significance testing and statistical power; sampling strategies and missing data; multi-level and cross-level issues; research ethics.,No listed prerequisites
3931,MGT,9202,Pre-dissertation Research,Pass-fail grading. May be repeated for credit.,No listed prerequisites
3932,MGT,9204,Proseminar in Management,Pass-fail grading. May be taken for a max. of 3 sem. hrs. when topics vary. Required of all inresident PhD students. Contemporary research and critical issues in management.,No listed prerequisites
3933,MGT,9800,Seminar in Advanced Business Problems,May be taken for a max. of 6 hrs. of credit when topics vary. Directed work in advanced topics.,No listed prerequisites
3934,MILS,1010,Rifle and Pistol Marksmanship,Non-immigrant aliens require approval from their governments prior to enrollment. 1 hr. lecture; 1 hr. lab. Restricted to freshmen and sophomores or permission of instructor. Rifle and pistol safety; breathing techniques; zeroing; physical and mental conditioning; sighting and aiming; standard firing positions; practical application on indoor firing range.,No listed prerequisites
3935,MILS,1011,Leadership and Personal Development,"Non-immigrant aliens require approval from their governments prior to enrollment. 1 hr. lecture; 1.5 hrs. lab. Introduction to the personal challenges and competencies critical for effective leadership. Focus on developing basic knowledge and comprehension of Army leadership dimensions while gaining an understanding of the ROTC program, its purpose in the Army and its advantages for students.",No listed prerequisites
3936,MILS,1012,Intro to Tactical Leadership,"Non-immigrant aliens require approval from their governments prior to enrollment. 1 hr. lecture; 1.5 hrs. lab. Overview of leadership fundamentals, including setting direction, problem-solving, listening, presenting briefs, providing feedback and effective writing skills.", MILS 1011 or permission of instructor
3937,MILS,1015,Army Physical Fitness Training,May be taken for a max. of 8 sem. hrs. of credit. Open to all LSU students. Non-immigrant aliens require approval from their governments prior to enrollment.,No listed prerequisites
3938,MILS,2161,Innovative Team Leadership,2 hrs. lecture; 1.5 hrs. lab. Explores the dimensions of creative and innovative tactical leadership strategies and styles by studying historical case studies and engaging in interactive student exercises., MILS 1011 and MILS 1012 or permission of instructor; Non-immigrant aliens require approval from their governments prior to enrollment
3939,MILS,2162,Foundations of Tactical Leadership,2 hrs. lecture; 1.5 hrs. lab. Examines the challenges of leading tactical teams in the complex contemporary operating environment (COE). Continued study of the theoretical basis of the Army leadership framework explores the dynamics of adaptive leadership in the context of military operations., MILS 2161 or permission of instructor; Non-immigrant aliens require approval from their governments prior to enrollment
3940,MILS,3011,Adaptive Tactical Leadership,"Non-immigrant aliens require approval from their governments prior to enrollment. 3 hrs. lecture; 2 hrs. lab. Study, practice and evaluation of adaptive team leadership skills as presented with the demands of the ROTC Leader Development and Assessment Course (LDAC). Challenging scenarios related to small unit tactical operations are used to develop self awareness and critical thinking skills.", MILS 2161 and MILS 2162 or equivalent
3941,MILS,3012,Leadership in Changing Environments,"Non-immigrant aliens require approval from their governments prior to enrollment. 3 hrs. lecture; 2 hrs. lab. Study, practice and evaluation of adaptive team leadership skills as presented with the demands of the ROTC Leader Development and Assessment Course (LDAC). Challenging scenarios related to small unit tactical operations are used to develop self awareness and critical thinking skills.", MILS 2161 or MILS 2162 or equivalent
3942,MILS,3013,ROTC Advanced Camp,"Non-immigrant aliens require approval from their governments prior to enrollment. To receive academic credit, student must enroll in summer session prior to departure for Advanced Camp. Five week course conducted at an Army post with instructors and cadets representing ROTC programs from the United States, Puerto Rico and Guam. Intense leadership application and training in military skills; oral and written orders, light infantry tactics, weapons systems and confidence building events.", MILS 3011 and MILS 3012
3943,MILS,4011,Developing Adaptive Leaders,"Not for graduate credit. Senior standing required. Non-immigrant aliens require approval from their governments prior to enrollment. 3 hrs. lecture; 2 hrs. lab. Development of proficiency in planning, executing and assessing complex operations, functioning as a member of a staff and providing performance feedback to subordinates. Lessons on military justice and personnel processes prepare students to make the transition to becoming an Army officer.", MILS 3012
3944,MILS,4012,Leadership in a Complex World," Not for graduate credit. Senior standing required. Non-immigrant aliens require approval from their governments prior to enrollment. 3 hrs. lecture; 2 hrs. lab. Explores the dynamics of leading in the complex situations of current military operations in the Contemporary Operating Environment (COE). Case studies, scenarios and exercises are also used to prepare students to face the complex ethical and practical demand of leading as a commissioned officer in the U.S. Army.", MILS 3012
3945,MILS,4995,Special Topics in Military History,May be taken for a max. of 12 sem. hrs. of credit when topics vary. Non-immigrant aliens require approval from their governments prior to enrollment.,No listed prerequisites
3946,MKT,3401,Principles of Marketing,"[LCCN: CMKT 3003, Principles of Marketing (Upper Level)] An honors course, MKT 3402, is also available. Credit will not be given for both this course and MKT 3402. Lecture-discussion, case analysis, marketing-simulation game; the field of marketing; marketing environment, functions, and institutional structure at a macro level; marketing strategy and policies at a micro level; problems of cost and productivity; view points of society, consumer and marketing manager.",No listed prerequisites
3947,MKT,3402,HONORS: Principles of Marketing,"Same as MKT 3401, with special emphasis for honors students and marketing majors.",No listed prerequisites
3948,MKT,3410,Sports Marketing,Application of marketing concepts to sports and leisure activities; emphasis on planning and strategy development.,No listed prerequisites
3949,MKT,3411,Consumer Analysis and Behavior,Open only to marketing majors; open to others with permission of the department. Dynamics of consumer markets; their significance to marketing executives; identification and measurement of market segments; analysis of their behavioral patterns as a basis for marketing strategy., MKT 3401
3950,MKT,3413,Marketing Research,"Open only to College of Business students; open to others with permission of department. Formulation of marketing policies; theories, concepts, and methodology involved in applying research to marketing problems.", MKT 3401 or equivalent and ISDS 2000
3951,MKT,3421,Marketing Communication: Promotion,Nature and contributions of personal selling and advertising to the firm’s problems of demand stimulation; concepts related to integration and organization of promotional effort to facilitate communication programs for products and/or services., MKT 3401
3952,MKT,3427,Professional Selling,Open only to marketing majors; open to others with permission of department. Communication theory and sales principles needed for successful sales career; buyer behavior and sales tactics; sales strategies; communication in buyer-seller relationships., MKT 3401
3953,MKT,3431,Retailing Management,"Store organization, operation and management; retail method of inventory; problems connected with retail buying and selling.", MKT 3411
3954,MKT,3440,Digital Marketing Fundamentals,"This course provides students broad technological marketing knowledge by focusing on Internet, social media and mobile marketing techniques.",No listed prerequisites
3955,MKT,3450,Digital Promotional Strategy,"Introduction to promotional strategies designed to connect brands and consumers, including search engine websites, premium publisher websites, email marketing, over-the-top (OTT) TV, streaming radio and podcasts, virtual experiences, social media, mobile marketing, and digital out-of-home (dOOH), and that compliment non-digital channels.",No listed prerequisites
3956,MKT,3500,Marketing Tools Fundamentals,Coverage of current and emerging computer-based and other tools used by marketing practitioners., credit or registration in MKT 3401 and permission of department
3957,MKT,3501,Marketing Analytics I,"Introduction to marketing analytics with a focus on the processes, techniques, and tools used in the acquisition, management, and mining of marketing data.", MKT 3401
3958,MKT,4423,Sales Management,"Open only to marketing majors; open to others with permission of department. Principles of sales planning and control; organizing sales departments, developing territories, motivating sales persons and controlling sales operations.", MKT 3401
3959,MKT,4440,Advanced Digital Marketing,"An in-depth look at the planning, implementation and evaluation of a digital marketing campaign, with an emphasis on social media tools and platforms.", MKT 3401
3960,MKT,4443,International Marketing,"Global marketing environment and analytical processes; global marketing as all-encompassing (import-export, joint ventures, foreign subsidiaries, licensing, management contracts); marketing systems in various countries; strategies for international and multinational operations.", MKT 3401
3961,MKT,4445,Internship in Marketing,Pass-fail grading. May be repeated for a max. of 6 sem. hrs. credit. Primarily for seniors in marketing. On-the-job experience in approved marketing positions., senior standing or permission of department
3962,MKT,4450,Digital Sales,"This course focuses on how digital technologies augment the activities and problems of customer-facing, professional sales people. We will discuss the sales profession, customer relationship management software, sales technologies, sales analytics, sales enablement tools, and digital communications throughout the selling process.",No listed prerequisites
3963,MKT,4451,Marketing Management,"Open only to College of Business students; open to others with permission of department. Analytical principles used in development of strategies for solving marketing problems; policy areas of product, price, channels and promotion integrated in development of the firm’s total marketing effort.", MKT 3413 and senior standing
3964,MKT,4477,Independent Study: Advanced Marketing Problems,Pass-fail grading. May be repeated for a max. of 6 sem. hrs. credit when topics vary., permission of department
3965,MKT,4478,Professional Sales Practicum,Open only to marketing majors; open to others with permission of department. Pass/fail grading. Designed for students who want to gain real-world sales experience by preparing students for professional sales competitions.," MKT 3401, MKT 3427, and permission of department"
3966,MKT,4479,Professional Sales Internship,Open only to marketing majors; open to others with permission of department. Pass/fail grading. The internship requires departmental approval of the sales content of the internship. Designed for students who want to gain real-world sales experience through a sales internship.," MKT 3401, MKT 3427, and permission of department"
